X,Y,OBJECTID,BUSLIC_ID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SIGNID
-122.330353133046842,47.628551108353612,318,651387,679473,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A449,JONATHAN DIAMOND,2062843100           ,"1100 FAIRVIEW AVE N, SEATTLE, WA 98109",21,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A449,,N,,,,,,,
-122.330226692017703,47.618123029449151,319,534511,593946,DIAMOND PARKING SERVICES LLC,DIAMOND #A176,JONATHAN DIAMOND,2062843100           ,"1818 YALE AV, SEATTLE, WA   98122",28,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A176,,N,DIAMOND,0,,,,,
-122.323762751410001,47.616922760057733,320,534509,593945,DIAMOND PARKING SERVICES LLC,DIAMOND  #A170,JONATHAN DIAMOND,2062843100           ,"1717 BOYLSTON AV, SEATTLE, WA   98122",28,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A170,,N,DIAMOND,0,,,,,
-122.304129526224486,47.6184346363437,321,671311,693815,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A485,JONATHAN DIAMOND,2062843100           ,"2100 E MADISON ST, SEATTLE, WA 98112",12,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A485,,N,,,,,,,
-122.322501016780947,47.6178979455904,322,587469,634486,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A980 (A),JONATHAN DIAMOND,2062843100           ,"1807 HARVARD AV, SEATTLE, WA   98122",62,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A980,,N,DIAMOND,0,,,,,
-122.321352938094222,47.616767634202397,323,588416,635154,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A025,JONATHAN DIAMOND,2062846303           ,"1701 BROADWAY, SEATTLE, WA   98122",36,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A025,,N,DIAMOND,0,,,,,
-122.313152559154304,47.621291544537442,324,614819,653859,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A092,JONATHAN DIAMOND,2062843100           ,"321 15TH AVE E, SEATTLE, WA 98112",37,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A092,,N,,,,,,,
-122.312275496141964,47.620135754399946,325,574686,576757,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A914,JONATHAN DIAMOND,2062846303           ,"201 16TH AV E, SEATTLE, WA   98112",300,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A914,,N,DIAMOND,0,,,,,
-122.320552873269676,47.617329599068903,326,588273,635079,REPUBLIC PARKING N W INC,REPUBLIC PARKING #30-119 BONNEY WATSON BROADWAY,GARY BECK,206784144            ,"1732 BROADWAY, SEATTLE, WA   98122",30,Bonney Watson Broadway,24 hours,24 hours,24 hours,SURFACE LOT,4,4,6,10,,,,,http://www.rpnw.com/lot/seattle/30-119,,N,REPUBLIC - BONNEY WATSON BROADWAY,0,,,,,
-122.320541376001131,47.620840234275931,327,628772,663733,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A383,JONATHAN DIAMOND,2062843100           ,"230 BROADWAY E, SEATTLE, WA 98102",72,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A383,,N,,,,,,,
-122.324324382107989,47.619002847393872,328,652002,679932,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A450,JONATHAN DIAMOND,2062843100           ,"117 BELMONT AVE E, SEATTLE, WA 98102",17,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A450,,N,,,,,,,
-122.325121024837273,47.618834643742936,329,667410,690978,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A472,JONATHAN DIAMOND,2062843100           ,"110 SUMMIT AVE E, SEATTLE, WA 98102",10,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A472,,N,,,,,,,
-122.32506385542753,47.619397276196608,330,603360,645755,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A329,JONATHAN DIAMOND,2062846303           ,"1600 E OLIVE WY, SEATTLE, WA   98122",21,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A472,,N,DIAMOND,0,,,,,
-122.329942021092819,47.618689994083674,331,683648,625103,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A615,JONATHAN DIAMOND,2062843100           ,"1305 STEWART ST, SEATTLE, WA 98109",204,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A615,,N,,,,,,,
-122.330855013275325,47.61597372855519,332,628779,663739,IMPERIAL PARKING US INC,MET PARK WEST - LOT #111,EDWARD DANYLUK,2063811789           ,"1100 OLIVE WAY, SEATTLE, WA 98101",166,Met Park West - Lot #111,,,,GARAGE,13,,,30,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,111",,N,,,,,,,
-122.332196309676391,47.616336596127987,333,534519,593949,DIAMOND PARKING SERVICES LLC,DIAMOND  #A234,JONATHAN DIAMOND,2062843100           ,"1817 BOREN AV, SEATTLE, WA   98101",86,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A234,,N,DIAMOND,0,,,,,
-122.334480200401387,47.615976595140673,334,519681,584041,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A187,JONATHAN DIAMOND,2062846303           ,"1900 9TH AV, SEATTLE, WA   98101",183,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A187,,N,DIAMOND,0,,,,,
-122.329651842091991,47.616950636689012,335,628778,663738,IMPERIAL PARKING US INC,MET PARK EAST - LOT #110,EDWARD DANYLUK,2063811789           ,"1730 MINOR AVE, SEATTLE, WA 98101",283,Met Park East - Lot #110,,,,GARAGE,13,16,,30,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,110",,N,,,,,,,
-122.320273564198502,47.611991904187349,336,547827,605514,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A903,JONATHAN DIAMOND,2062843100           ,"1120 BROADWAY, SEATTLE, WA   98102",140,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A903,,N,DIAMOND,0,,,,,
-122.324538568894752,47.611360583706798,337,658623,684564,ABM ONSITE SERVICES WEST INC,ABM PARKING #6177 - VMMC TATE MASON LOT,YONAS AHMED,2062670446           ,"1215 SENECA ST, SEATTLE, WA 98101",27,,,,,,,,,,,ABM,,,http://www.abm.com/parking-consumer/,,N,,,,,,,
-122.320273564198502,47.611991904187349,338,669021,593916,DIAMOND PARKING SERVICES LLC,DIAMOND  PARKING #A904,JONATHAN DIAMOND,2062843100           ,"1120 BROADWAY, SEATTLE, WA 98102",212,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A904,,N,,,,,,,
-122.318426320513566,47.612711457798419,339,652001,679931,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A454,JONATHAN DIAMOND,2062843100           ,"1161 11TH AVE, SEATTLE, WA 98122",9,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A454,,N,,,,,,,
-122.320371995930287,47.614911485850882,340,645901,674971,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A441,JONATHAN DIAMOND,2062843100           ,"1526 BROADWAY, SEATTLE, WA 98112",11,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A441,,N,,,,,,,
-122.317315209398828,47.612818139418799,341,574690,582421,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A927,JONATHAN DIAMOND,2069929475           ,"1122 E MADISON ST, SEATTLE, WA   98122",35,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A927,,N,DIAMOND,0,,,,,
-122.288995246074478,47.612430789467268,342,574701,593909,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A950,JONATHAN DIAMOND,2062843100           ,"1126 34TH AV, SEATTLE, WA 98122",52,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A950,,N,DIAMOND,0,,,,,
-122.315715599078615,47.615541712874197,343,648113,676954,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A440,JONATHAN DIAMOND,2062843100           ,"1601 13TH AVE, SEATTLE, WA 98122",14,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A440,,N,,,,,,,
-122.315278206824701,47.614307030408334,344,659635,685245,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A464,JONATHAN DIAMOND,2062843100           ,"1300 E PIKE ST, SEATTLE, WA 98122",11,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A464,,N,,,,,,,
-122.321401524052405,47.612440419843495,345,371,307,THE POLYCLINIC A PROFESSIONAL CORP,THE POLYCLINIC,DAVID GILBERT,2063291760           ,"1145 BROADWAY, SEATTLE, WA 98122",293,The Polyclinic Broadway Garage,7:00am - 5:00pm,Closed,Closed,GARAGE,5,7,9,18,,The Polyclinic,(206) 329-1760,,https://polyclinic.com/locations/broadway,,N,,,,,,,
-122.314817282589516,47.615431863816987,346,603372,645761,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A875,JONATHAN DIAMOND,2062846303           ,"1320 E PINE ST, SEATTLE, WA 98112",52,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A875,,N,DIAMOND,0,,,,,
-122.32418474731783,47.612871792465036,347,618569,4515,THRIFTY PARK INC,U-PARK #10,KEN JR PHILLIPS,2062849797           ,"1320 UNIVERSITY ST, SEATTLE, WA 09101",87,,,,,SURFACE LOT,,,,7,,,,,http://www.u-parksystem.com/locations/lot.asp?id=348,,N,,,,,,,
-122.33338585638262,47.610869903950153,348,458852,540891,ACE PARKING MANAGEMENT INC,SHERATON PRKG GARAGE LOT # 677 # 678,BRYAN COLLINS,6192336624           ,"1400 6TH AV, SEATTLE, WA 98101",300,Sheraton Seattle Hotel - Valet,24 hours,24 hours,24 hours,GARAGE,16,19,,38,,"Ace Parking Management, Inc.",(206) 621-9000,,,,N,SHERATON,,,,,,
-122.3565285809605,47.622299941361966,349,5376,4530,THRIFTY PARK INC,U-PARK #25,KEN JR PHILLIPS,2062849797           ,"10 HARRISON ST, SEATTLE, WA   98109",52,Seattle Center Garage #25,Self park location,Self park location,Self park location,SURFACE LOT,5,5,,,,U-Park System,(206) 284-9797,,,,N,U-PARK,0,,,,,
-122.353826761943253,47.624873808485525,350,5378,4531,THRIFTY PARK INC,U-PARK #26,KEN JR PHILLIPS,2062849797           ,"600 WARREN AV N, SEATTLE, WA   98109",58,Seattle Center Lot #26,24 Hours,24 Hours,24 Hours,SURFACE LOT,10,10,,12,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/lot.asp?id=269,,N,U-PARK,0,,,,,
-122.353013411691734,47.624830785237478,351,5334,4509,THRIFTY PARK INC,U-PARK #4,KEN JR PHILLIPS,2062849797           ,"170 MERCER ST, SEATTLE, WA   98109",24,,,,,SURFACE LOT,,,,,1,U-Park System,,,,,N,U-PARK,0,,,,,
-122.317984194315983,47.662721248284861,352,534469,593925,DIAMOND PARKING SERVICES LLC,DIAMOND  #WU10,JONATHAN DIAMOND,2062843100           ,"4535 ROOSEVELT WY NE, SEATTLE, WA   98105",145,45th and 9th,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU10,,N,DIAMOND,0,,,,,
-122.342495798970432,47.63274919232628,353,603350,645750,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A322,JONATHAN DIAMOND,2062846303           ,"1511 DEXTER AV N, SEATTLE, WA   98109",17,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A322,,N,DIAMOND,0,,,,,
-122.319500867526045,47.658829558002353,354,661194,686182,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WX01,JONATHAN DIAMOND,2062843100           ,"4244 8TH AVE NE, SEATTLE, WA 98115",9,CoHo,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WX01,,N,,,,,,,
-122.299317348345312,47.66460058778263,355,653853,681391,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU49,JONATHAN DIAMOND,2062843100           ,"4900 25TH AVE NE, SEATTLE, WA 98115",25,Office Depot,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU49,,N,,,,,,,
-122.381024253975028,47.664112984015766,356,669057,593941,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU52,JONATHAN DIAMOND,2062843100           ,"4763 BALLARD AVE NW, SEATTLE, WA 98107",45,Ballard Sheet Metal,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU52,,N,,,,,,,
-122.339683396707755,47.633760180966391,357,617363,655406,IMPERIAL PARKING US INC,IMPARK #102 - LAKE UNION BLDG GARAGE,EDWARD DANYLUK,2063811789           ,"1700 WESTLAKE AVE N, SEATTLE, WA 98109",197,Lake Union Building - Lot #102,,,,,2,,,12,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,102",,N,,,,,,,
-122.380637831428871,47.663530741304854,358,669043,584053,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU54,JONATHAN DIAMOND,2062846303           ,"4749 BALLARD AVE NW, SEATTLE, WA 98107",24,Ballard Hardware,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU54,,N,,,,,,,
-122.325814718882341,47.646416804417065,359,600955,644075,UNITED PARKING SERVICES LLC,UNITED PARKING # 4593,JONATHAN DIAMOND,0000000000           ,"2825 EASTLAKE AVE E, SEATTLE, WA 98102",155,Eastlake Garage,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4593,,N,,,,,,,
-122.319204249132369,47.660968279576004,360,631003,665262,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU64,JONATHAN DIAMOND,2062843100           ,"809 NE 45TH ST, SEATTLE, WA 98105",100,Petco,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU64,,N,,,,,,,
-122.377015235439714,47.677578170871179,361,688583,706139,UNITED PARKING SERVICES LLC,UNITED PARKING #4530,JONATHAN DIAMOND,2062843100           ,"6559 15TH AVE NW, SEATTLE, WA 98117",25,,,,,,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4530,,N,,,,,,,
-122.37593161282507,47.66749556875908,362,631004,665263,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU69,JONATHAN DIAMOND,2062843100           ,"5300 15TH AVE NW, SEATTLE, WA 98107",11,5300 17th Ave NW,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU69,,N,,,,,,,
-122.315652620300611,47.661067311720537,363,675139,507529,REPUBLIC PARKING N W INC,REPUBLIC PARKING  #30-205,GARY BECK,2067834144           ,"1121 NE 45TH ST, SEATTLE, WA 98105",56,,,,,SURFACE LOT,,,,,,,,,http://www.rpnw.com/lot/seattle/30-205,,N,,,,,,,
-122.301230238895386,47.663553134466802,364,642375,672516,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU75,JONATHAN DIAMOND,2062843100           ,"4715 25TH AVE NE, SEATTLE, WA 98105",39,Key Bank,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU75,,N,,,,,,,
-122.313397308037992,47.663449469922476,365,666881,690568,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WU77 - B OF A,JONATHAN DIAMOND,2062843100           ,"4701 UNIVERSITY WAY NE, SEATTLE, WA 98105",36,B of A Garage,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WU77,,N,,,,,,,
-122.318279056626665,47.682776414499678,366,687630,625124,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #WX03,JONATHAN DIAMOND,2062843100           ,"7420 9TH AVE NE, SEATTLE, WA 98115",26,Apostolic Faith Church,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=WX03,,N,,,,,,,
-122.33351371900315,47.61396870459933,367,600952,644072,UNITED PARKING SERVICES LLC,UNITED PARKING # 4541,JONATHAN DIAMOND,0000000000           ,"809 OLIVE WY, SEATTLE, WA   98101",44,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4541,,N,UNITED,0,,,,,
-122.334664707328429,47.610544977091905,368,691562,509324,ACE PARKING MANAGEMENT INC,ACE PARKING - US BANK CENTRE,BRYAN COLLINS,2062334070           ,"1420 5TH AVE, SEATTLE, WA 98101",968,US Bank Centre,6:30am - 11:30pm,8:30am - 12:30am,9:00am - 11:30pm,GARAGE,,,,,,"Ace Parking Management, Inc.",,,http://www.aceparking.com/find-parking/,,N,,,,,,,
-122.335551594681675,47.613216784874993,369,0,2000005,,PACIFIC PLACE,, ,,1130,PACIFIC PLACE,5:00am - 2:00am,5:00am - 2:00am,5:00am - 2:00am,GARAGE,6,9,11,28,,AMPCO,(206) 652-9009,,http://www.pacificplaceseattle.com/details/parking/,,N,PACIFIC PLACE,5,N,582,582,2017-10-01T16:51:56.000Z,G4
-122.342631508788472,47.613160448148676,370,633288,666783,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A419,JONATHAN DIAMOND,2062843100           ,"2101 3RD AVE, SEATTLE, WA 98101",22,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A419,,N,,,,,,,
-122.338098286344149,47.613931633200558,371,462186,543241,ACE PARKING MANAGEMENT INC,WESTIN PRKG GARAGE LOT # 674 # 675 # 3201,BRYAN COLLINS,2066289042           ,"1900 5TH AV, SEATTLE, WA   98101",235,Westin Seattle Hotel - Valet,24 hours,24 hours,24 hours,GARAGE,,,,,,"Ace Parking Management, Inc.",,,http://www.aceparking.com/find-parking/,,N,WESTIN,0,,,,,
-122.340223631102845,47.61399858411562,372,534521,593950,DIAMOND PARKING SERVICES LLC,DIAMOND #A256,JONATHAN DIAMOND,2062843100           ,"2021 5TH AV, SEATTLE, WA   98121",52,,,,,SURFACE LOT,,,,,3,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A256,,N,DIAMOND,0,,,,,
-122.343275276465079,47.614628613234039,373,603313,645726,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A009,JONATHAN DIAMOND,2062846303           ,"2201 4TH AV, SEATTLE, WA   98121",146,,,,,GARAGE,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A009,,N,DIAMOND,0,,,,,
-122.339192241336093,47.610138619605188,374,641394,671823,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A431,JONATHAN DIAMOND,2062843100           ,"1526 2ND AVE, SEATTLE, WA 98101",25,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A431,,N,,,,,,,
-122.335439010522833,47.607687492018286,375,642473,672586,IMPERIAL PARKING US INC,IMPERIAL PARKING #114,EDWARD DANYLUK,2063811789           ,"1218 3RD AVE, SEATTLE, WA 98101",53,Seattle Tower - Lot #114,,,,GARAGE,7,,,,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,114",,N,,,,,,,
-122.339431915659645,47.608669352278866,376,4996,4194,METRO PARKING INC,METRO PARKING INC,SUE MUSCATEL,2066229180           ,"1430 1ST AV, SEATTLE, WA   98101",44,Metro Parking,,,,SURFACE LOT,,,,,,Metro Parking Inc,,,,,N,METRO,0,,,,,
-122.339131786010327,47.614090076153694,377,445067,530470,IMPERIAL PARKING US INC,IMPARK #3,EDWARD DANYLUK,2063811789           ,"2010 5TH AV, SEATTLE, WA   98121",388,Westin Building Garage - Lot #3,24 hours,24 hours,24 hours,GARAGE,9,12,15,32,,,,,"https://lots.impark.com/imp?_ga=1.69261712.147180094.1470262460#details=25,3",,N,IMPARK,0,,,,,
-122.328714299288976,47.609262605373743,378,259,210,VIRGINIA MASON MEDICAL CTR,PARKING,VIRGINIA MASON HOSPITAL,2066241144           ,"1123 9TH AV, SEATTLE, WA   98101",310,,24 Hours,24 Hours,24 Hours,GARAGE,5,8,10,22,,,,,https://www.virginiamason.org/SeattleParking,,N,PARKING,0,,,,,
-122.313824813027381,47.614970114024132,379,574694,583622,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A936,JONATHAN DIAMOND,2069929436           ,"1522 14TH AV, SEATTLE, WA   98122",57,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A936,,N,DIAMOND,0,,,,,
-122.315046567840582,47.615110605995405,380,600949,644069,UNITED PARKING SERVICES LLC,UNITED PARKING # 4538,JONATHAN DIAMOND,0000000000           ,"1532 13TH AV, SEATTLE, WA 98122",11,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4538,,N,UNITED,0,,,,,
-122.323487623351255,47.611185373041124,381,574683,574487,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A906,JONATHAN DIAMOND,2062846303           ,"1106 SUMMIT AV, SEATTLE, WA   98114",242,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A906,,N,,,,,,,
-122.314836911646196,47.614266694387389,382,600950,644070,UNITED PARKING SERVICES LLC,UNITED PARKING # 4539,JONATHAN DIAMOND,0000000000           ,"1314 E PIKE ST, SEATTLE, WA   98122",10,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=4539,,N,UNITED,0,,,,,
-122.317438530440612,47.615523026563331,383,639948,670887,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A429,JONATHAN DIAMOND,2062843100           ,"1110 E PINE ST, SEATTLE, WA 98122",24,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A429,,N,,,,,,,
-122.320434285798157,47.61456987348091,384,603335,645737,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A316,JONATHAN DIAMOND,2062846303           ,"1518 BROADWAY, SEATTLE, WA   98122",4,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A316,,N,DIAMOND,0,,,,,
-122.3795553206145,47.667365014453239,385,615047,654016,REPUBLIC PARKING N W INC,REPUBLIC PARKING #578 - SMC BALLARD GARAGE,GARY BECK,2067834144           ,"5300 TALLMAN AVE NW, SEATTLE, WA 98107",459,,,,,,,,,,,,,,,,N,,,,,,,
-122.338826104682298,47.624184022025659,386,0,2000011,,MERCER & WESTLAKE #81386,, ,,94,,,,,,,,,,,,,,,,N,,,,,,,
-122.34074231712367,47.607455191363776,387,613066,652556,REPUBLIC PARKING N W INC,REPUBLIC #30-179,GARY BECK,2067871246           ,"1403 WESTERN AV, SEATTLE, WA   98121",50,,,,,,,,,,,,,,,,N,,,,,,,
-122.340882682941682,47.617416214095996,388,685821,704192,IMPERIAL PARKING US INC,IMPARK #119,EDWARD DANYLUK,2063811789           ,"2230 7TH AVE, SEATTLE, WA 98121",20,,,,,,,,,,,,,,,,N,,,,,,,
-122.333879387616179,47.606147220313943,389,658626,684567,ABM ONSITE SERVICES WEST INC,ABM PARKING #7018,YONAS AHMED,2062670446           ,"1001 4TH AVE, SEATTLE, WA 98104",590,,,,,,,,,,,,,,,,N,,,,,,,
-122.339556996807744,47.614487105658938,390,628780,663740,IMPERIAL PARKING US INC,2020 5TH AV - LOT #112,EDWARD DANYLUK,2063811789           ,"2020 5TH AVE, SEATTLE, WA 98121",74,,,,,,,,,,,,,,,,N,,,,,,,
-122.327194499480441,47.582384140958297,391,645655,674795,MCFARLAND CARMEN,CARMENS PARKING,CARMEN MCFARLAND,2067355026           ,"2233 6TH AVE S, SEATTLE, WA 98134",30,,,,,,,,,,,,,,,,N,,,,,,,
-122.338830626483116,47.624974972098663,392,685820,704191,IMPERIAL PARKING US INC,IMPARK #131,EDWARD DANYLUK,2063811789           ,"615   WESTLAKE AVE N, SEATTLE, WA 98109-4307",240,,,,,,,,,,,,,,,,N,,,,,,,
-122.284794364343881,47.556768393607733,393,612581,652236,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A363,JONATHAN DIAMOND,2063843100           ,"5001 RAINIER AV S, SEATTLE, WA 98118",14,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A363,,N,,,,,,,
-122.312397359951319,47.658601978186198,394,671802,76160,REPUBLIC PARKING N W INC,REPUBLIC PARKING #78,GARY BECK,2067834144           ,"1414 NE 42ND ST, SEATTLE, WA 98105",125,,,,,,,,,,,,,,,,N,,,,,,,
-122.3795553206145,47.667365014453239,395,615048,654017,REPUBLIC PARKING N W INC,REPUBLIC PARKING #579 - SMC BALLARD SURFACE,GARY BECK,2067834144           ,"5300 TALLMAN AVE NW, SEATTLE, WA 98107",9,,,,,,,,,,,,,,,,N,,,,,,,
-122.286539300843913,47.559259137243778,396,574709,595337,DIAMOND PARKING SERVICES LLC,DIAMOND PARKING #A961,JONATHAN DIAMOND,2062843100           ,"4801 RAINIER AV S, SEATTLE, WA   98118",131,,,,,SURFACE LOT,,,,,,,,,http://www.diamondparking.com/find-parking-locations/details/?code=A961,,N,DIAMOND,0,,,,,
-122.321498883540173,47.622561203798931,397,658625,684566,ABM ONSITE SERVICES WEST INC,ABM PARKING #2461 - 7002,YONAS AHMED,2062670446           ,"401 BROADWAY E, SEATTLE, WA 98102",230,,,,,,,,,,,,,,,,N,,,,,,,
-122.334336336520366,47.603109137884516,398,658617,684555,ABM ONSITE SERVICES WEST INC,ABM PARKING #2461-1251 - FIVE STAR PARKING,YONAS AHMED,2062670446           ,"714 1ST AVE, SEATTLE, WA 98101",260,,,,,,,,,,,,,,,,N,,,,,,,
-122.384233159965248,47.666526169510902,399,678128,698817,BALLARD PARKING LLC,BALLARD PARKING #2,JAMES RIGGLE,2067895010           ,"5310 SHILSHOLE AVE NW, SEATTLE, WA 98107",45,,,,,,,,,,,,,,,,N,,,,,,,
-122.320443290434042,47.61309156822059,400,534492,593935,DIAMOND PARKING SERVICES LLC,DIAMOND  #A052,JONATHAN DIAMOND,2062843100           ,"1406 BROADWAY, SEATTLE, WA   98122",30,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,http://www.diamondparking.com/find-parking-locations/details/?code=A052,,N,DIAMOND,0,,,,,
-122.332781218007995,47.611496345526987,401,0,2000027,,,,,"701 PIKE ST, SEATTLE WA 98101",,One Convention Place,,,,,,,,,,,,,,,N,ONE CONVENTION PLACE,25,Y,0,FULL,2017-10-01T16:53:07.000Z,G20
